Pos;Artist and Title;SONG NAME;ARTIST NAME;Wks;T10;Pk;(x?);PkStreams;Total;ARTIST URL;TRACK
3960;Morgan Wallen†-†Warning;Warning;Morgan Wallen;1;;190;;4,860,714;4,860,714;4oUHIQIBe0LHzYfvXNW4QM;64SCQtbRtmO28ks1QhS3w5
3961;Kanye West†-†Freestyle 4;Freestyle 4;Kanye West;2;;111;;2,889,489;4,855,460;5K4W6rqBFWDnAN6FQUkS6x;1r53kDsIVmyTwdjeGRAber
3962;21 Savage†-†Steppin On Niggas;Steppin On Niggas;21 Savage;1;;197;;4,853,661;4,853,661;1URnnhqYAYcrqrcwql10ft;7FtZFla3ZH6PqsAJ9MvVCM
3963;Dalex†-†Mejor;Mejor;Dalex;1;;196;;4,851,895;4,851,895;0KPX4Ucy9dk82uj4GpKesn;6C1jKbkCUgFws7M0M4oGCB
3964;Murda†-†AYA;AYA;Murda;1;;169;;4,848,177;4,848,177;2y1VzMKAa5nmfXKtJL9jnj;4IJEw3fDvS6XF4sDc3bvjK
3965;Lil Pump†-†Multi Millionaire;Multi Millionaire;Lil Pump;1;;153;;4,845,475;4,845,475;3wyVrVrFCkukjdVIdirGVY;7q8cy4uoA2itYATsKeXhcq
3966;Capital Bra†-†Capital Bra je m'appelle;Capital Bra je m'appelle;Capital Bra;1;;175;;4,844,509;4,844,509;4WZGDpNwrC0vNQyl9QzF7d;6VMAFT0zfide2Jg8MVZAPz
3967;Kygo†-†I'm in Love;I'm in Love;Kygo;2;;113;;2,687,905;4,843,328;23fqKkggKUBHNkbKtXEls4;6Jb3dtc7aHeh6z4u2KUt0H
3968;Apache 207†-†Doch in der Nacht;Doch in der Nacht;Apache 207;1;;180;;4,842,757;4,842,757;1qQLhymHXFPtP5U8KNKsm6;3uhTOxvu2h2YEm0uPNF2vi
3969;Offset†-†How Did I Get Here;How Did I Get Here;Offset;1;;176;;4,840,510;4,840,510;4DdkRBBYG6Yk9Ka8tdJ9BW;32iPykTXUNZ9oGyACGUybq
3970;Gunna†-†Speed It Up;Speed It Up;Gunna;1;;177;;4,840,005;4,840,005;2hlmm7s2ICUX0LVIhVFlZQ;6PfI6EeLNiNGVAVg11nv7D
3971;Emeli SandÈ†-†Hurts;Hurts;Emeli Sand√©;2;;159;;2,615,327;4,838,378;7sfgqEdoeBTjd8lQsPT3Cy;00srofA71Pj1LAUGLMBppp
3972;Machine Gun Kelly†-†drunk face;drunk face;Machine Gun Kelly;1;;188;;4,834,258;4,834,258;6TIYQ3jFPwQSRmorSezPxX;3k0YJnqMKRZb8swo86vCkq
3973;Lil Uzi Vert†-†I Can Show You;I Can Show You;Lil Uzi Vert;1;;188;;4,831,405;4,831,405;4O15NlyKLIASxsJ0PrXPfz;0AhJag7VI8uFf3mJFsTwvf
3974;NLE Choppa†-†Narrow Road;Narrow Road;NLE Choppa;1;;171;;4,828,004;4,828,004;0ErzCpIMyLcjPiwT4elrtZ;0mCiEhtdRn5YYhefLXcxI7
3975;Ufo361†-†Shit Changed;Shit Changed;Ufo361;1;;174;;4,823,401;4,823,401;5pVRwX5ZQR7hfJ18w8ZYkl;3JDPPLA5oReVAkrEDcBllG
3976;Tame Impala†-†Patience;Patience;Tame Impala;1;;180;;4,823,378;4,823,378;5INjqkS1o8h1imAzPqGZBb;2drEUEg0TYQR6dDEHkpuPE
3977;Rvssian†-†No Me Ame;No Me Ame;Rvssian;1;;162;;4,822,090;4,822,090;1fctva4kpRbg2k3v7kwRuS;2AuWgceaQyfMoI3EGavwGb
3978;Eminem†-†Heat;Heat;Eminem;1;;157;;4,821,679;4,821,679;7dGJo4pcD2V6oG8kP0tJRR;7oDTApxHeWzTQOR7GPPxw4
3979;Future†-†Jumpin on a Jet;Jumpin on a Jet;Future;1;;171;;4,813,197;4,813,197;1RyvyyTE3xzB2ZywiAwp0i;1I3ZAmPmbFV78oNKnibOiW
3980;Bonez MC†-†Risiko;Risiko;Bonez MC;1;;127;;4,811,649;4,811,649;1aS5tqEs9ci5P9KD9tZWa6;4HIv1dRF270YMyfvuxnF0d
3981;Takeoff†-†Casper;Casper;Takeoff;1;;160;;4,806,375;4,806,375;3EW0kQ1skZiK1NHg3Spt9J;1B4gJRq61xTs6r1O0Uq2iY
3982;Luciano†-†Never Know;Never Know;Luciano;1;;169;;4,803,071;4,803,071;3CJKkU0XuElRT1z8rEtIYg;0Dw8hUbjXORzIWp7mjbh0t
3983;Lil Tecca†-†Dolly;Dolly;Lil Tecca;1;;181;;4,800,543;4,800,543;4Ga1P7PMIsmqEZqhYZQgDo;77Xwqkw7VrV8E5FCq9JhO8
3984;Shawn Mendes†-†Perfectly Wrong;Perfectly Wrong;Shawn Mendes;1;;150;;4,799,951;4,799,951;7n2wHs1TKAczGzO7Dd2rGr;0UTHr20nqVFMoji8xYE9yl
3985;Gucci Mane†-†Back On Road;Back On Road;Gucci Mane;2;;152;;2,481,073;4,797,069;13y7CgLHjMVRMDqxdx0Xdo;39liuGHPxn2sAyvO6DINor
3986;Lil Wayne†-†Perfect Strangers;Perfect Strangers;Lil Wayne;1;;162;;4,789,881;4,789,881;55Aa2cqylxrFIXC767Z865;4E3qImtJzRqLt8ZZyLceOE
3987;Migos†-†Auto Pilot;Auto Pilot;Migos;1;;152;;4,789,518;4,789,518;6oMuImdp5ZcFhWP0ESe6mG;4Kw3CztmD15X1QGDnnHmLD
3988;BTS†-†All Night (BTS World Original Soundtrack) [Pt. 3];All Night (BTS World Original Soundtrack) [Pt. 3];BTS;1;;167;;4,788,723;4,788,723;3Nrfpe0tUJi4K4DXYWgMUX;70sKIAQgaVN2zWEEyOpyMZ
3989;Tones and I†-†Bad Child;Bad Child;Tones and I;1;;192;;4,787,180;4,787,180;2NjfBq1NflQcKSeiDooVjY;1qCmZnC1FUpNgOydIzqIPC
3990;Jonas Brothers†-†I Believe;I Believe;Jonas Brothers;1;;178;;4,785,310;4,785,310;7gOdHgIoIKoe4i9Tta6qdD;1vYh9x8UmFTLbXiizk9Qc5
3991;Don Patricio†-†Contando Lunares;Contando Lunares;Don Patricio;1;;180;;4,784,115;4,784,115;6vPXtLmNd3mW0dd1Rb9eQ9;6uW0PIRcyZLvkoonm763xD
3992;Twenty One Pilots†-†Levitate;Levitate;Twenty One Pilots;1;;158;;4,783,834;4,783,834;3YQKmKGau1PzlVlkL1iodx;2uBhGx3m5iJrtsql8Qk00j
3993;Camila Cabello†-†Something's Gotta Give;Something's Gotta Give;Camila Cabello;1;;138;;4,783,614;4,783,614;4nDoRrQiYLoBzwC5BhVJzF;7IL3UOlcJ6nmcCMwpnlfcA
3994;KSI†-†Down Like That;Down Like That;KSI;1;;170;;4,777,684;4,777,684;1nzgtKYFckznkcVMR3Gg4z;4etKC4ngPKsQDHUMnYgV3A
3995;tha Supreme†-†fuck 3x;fuck 3x;tha Supreme;1;;164;;4,777,307;4,777,307;19i93sA0D7yS9dYoVNBqAA;5YxP1CkunbhUQVvctFOHa7
3996;Omarion†-†I'm Up;I'm Up;Omarion;3;;177;;1,629,599;4,776,000;0f5nVCcR06GX8Qikz0COtT;1hlwA8qvXx0Bl6iYuDbIuD
3997;Kanye West†-†No More Parties In LA;No More Parties In LA;Kanye West;2;;122;;2,741,931;4,771,872;5K4W6rqBFWDnAN6FQUkS6x;5FjZyY1U0ofktPtn3kF3J6
3998;Zara Larsson†-†Carry You Home;Carry You Home;Zara Larsson;4;;164;;1,234,935;4,770,994;1Xylc3o4UrD53lo9CvFvVg;04OmdxSSYO6xzubqpBiboY
3999;Peter Manos†-†In My Head;In My Head;Peter Manos;1;;199;;4,761,551;4,761,551;4K9aclpXgCPNFGEqRlFPal;1tT55K6VEyO6XFDxK4lDQe
4000;Lil Peep†-†Broken Smile (My All);Broken Smile (My All);Lil Peep;1;;165;;4,755,199;4,755,199;2kCcBybjl3SAtIcwdWpUe3;1BCBBO8VUEFOb6RBct4XDp
4001;NF†-†Leave Me Alone;Leave Me Alone;NF;1;;167;;4,754,698;4,754,698;6fOMl44jA4Sp5b9PpYCkzz;3EtyEzMpfKSaoVhPunvbRV
4002;The Beatles†-†Let It Be - Remastered;Let It Be - Remastered;The Beatles;2;;87;;2,964,058;4,754,238;3WrFJ7ztbogyGnTHbHJFl2;5V1AHQugSTASVez5ffJtFo
4003;Ufo361†-†Bad Girls, Good Vibes;Bad Girls, Good Vibes;Ufo361;1;;198;;4,752,181;4,752,181;5pVRwX5ZQR7hfJ18w8ZYkl;7IxGslFZA5QhgXbUsDmcjf
4004;Solange†-†Almeda;Almeda;Solange;1;;172;;4,746,650;4,746,650;2auiVi8sUZo17dLy1HwrTU;6IAgarq2wDeYzpsY2Kx0Hw
4005;BLACKPINK†-†Kick It;Kick It;BLACKPINK;1;;179;;4,745,140;4,745,140;41MozSoPIsD1dJM0CLPjZF;5R0cvR5BMFkLomChhmcCzr
4006;RIN†-†FabergÈ;Faberg√©;RIN;1;;181;;4,744,995;4,744,995;18ISxWwWjV6rPLoVCXf1dz;7lnQCEtaDJeMZN75siSxLc
4007;Kid Ink†-†Body Language;Body Language;Kid Ink;5;;174;;1,120,766;4,744,921;6KZDXtSj0SzGOV705nNeh3;6RKvUupmPZMrcftOJcthdy
4008;Dardan†-†Coco Mama;Coco Mama;Dardan;1;;182;;4,739,363;4,739,363;3pjq2pDV9RR6VY55wBjVnp;0oOPa0AlLnjCO6eci0HIdH
4009;Coldplay†-†Miracles (Someone Special);Miracles (Someone Special);Coldplay;1;;103;;4,737,597;4,737,597;4gzpq5DPGxSnKTe4SA8HAU;6uJwPeBGb3swi85TSr9iIz
4010;Doja Cat†-†Freak;Freak;Doja Cat;1;;170;;4,736,059;4,736,059;5cj0lLjcoR7YOSnhnX0Po5;3aA6xB0tOilDDX17fIJ0Bl
4011;Migos†-†Racks 2 Skinny;Racks 2 Skinny;Migos;1;;173;;4,729,629;4,729,629;6oMuImdp5ZcFhWP0ESe6mG;568OIKgeHyGRD3uWR44JbO
4012;Bonez MC†-†Ihr Hobby;Ihr Hobby;Bonez MC;1;;183;;4,723,116;4,723,116;1aS5tqEs9ci5P9KD9tZWa6;4aZfvvgfoSfmSZpfwQYzC0
4013;Ufo361†-†Gib Gas;Gib Gas;Ufo361;1;;191;;4,722,309;4,722,309;5pVRwX5ZQR7hfJ18w8ZYkl;7MqL7uh6zGd8x0B9srz3r0
4014;PNL†-†Autre monde;Autre monde;PNL;1;;185;;4,721,485;4,721,485;3NH8t45zOTqzlZgBvZRjvB;2aG2nLUd8NNI7vFuOLBCe0
4015;Lorde†-†Supercut;Supercut;Lorde;1;;113;;4,720,659;4,720,659;163tK9Wjr9P9DmM0AVK7lm;0dyiHoYbYjYaOEXLpmzQZG
4016;Big Sean†-†Halfway Off The Balcony;Halfway Off The Balcony;Big Sean;1;;98;;4,717,734;4,717,734;0c173mlxpT3dSFRgMO8XPh;4atJ40xfasjdM9ZF3p07BV
4017;Shawn Mendes†-†Something Big;Something Big;Shawn Mendes;5;;163;;1,184,773;4,715,534;7n2wHs1TKAczGzO7Dd2rGr;5f0WLQquCf955JPSnt7JvR
4018;Elton John†-†Rocket Man (I Think It's Going To Be A Long, Long Time);Rocket Man (I Think It's Going To Be A Long, Long Time);Elton John;1;;181;;4,708,224;4,708,224;3PhoLpVuITZKcymswpck5b;3gdewACMIVMEWVbyb8O9sY
4019;One Direction†-†Best Song Ever;Best Song Ever;One Direction;4;;31;;1,415,307;4,704,088;4AK6F7OLvEQ5QYCBNiQWHq;4qrSd9NMui1V19MEnIAhj7
4020;Lil Uzi Vert†-†Sasuke;Sasuke;Lil Uzi Vert;1;;166;;4,701,551;4,701,551;4O15NlyKLIASxsJ0PrXPfz;0ROE31C8Wu4neZoR9stM9e
4021;Dardan†-†H <3 T E L;H <3 T E L;Dardan;1;;183;;4,701,388;4,701,388;3pjq2pDV9RR6VY55wBjVnp;4n0Ke1KJsPHvd7xRoU29E2
4022;Drake†-†How Bout Now;How Bout Now;Drake;1;;165;;4,700,841;4,700,841;3TVXtAsR1Inumwj472S9r4;4n4BflhWjCHIxrI4v7Xt9s
4023;Justin Timberlake†-†SoulMate;SoulMate;Justin Timberlake;1;;147;;4,694,515;4,694,515;31TPClRtHm23RisEBtV3X7;4YLtrBhzjsI2LT6ybXQHeD
4024;Michael BublÈ†-†Santa Baby;Santa Baby;Michael Bubl√©;3;;125;;2,097,727;4,694,445;1GxkXlMwML1oSg5eLPiAz3;6DwnAl6l63e83dDgIzY8P4
4025;Lorde†-†The Louvre;The Louvre;Lorde;1;;114;;4,694,350;4,694,350;163tK9Wjr9P9DmM0AVK7lm;5q4BpnMrYEFzLO0dYODj6J
4026;Polo G†-†Be Something;Be Something;Polo G;1;;179;;4,687,909;4,687,909;6AgTAQt8XS6jRWi4sX7w49;65jw6GhwQW3Db55PxlPEpS
4027;Kendrick Lamar†-†Wesley's Theory;Wesley's Theory;Kendrick Lamar;1;;32;;4,687,614;4,687,614;2YZyLoL8N0Wb9xBt1NhZWg;7Ks4VCY1wFebnOdJrM13t6
4028;Bausa†-†2012;2012;Bausa;1;;177;;4,685,894;4,685,894;13bDjug9N0pyv3ZUINjkDV;6bM4daGlfZHtKMQp8tEqVz
4029;Maroon 5†-†Feelings;Feelings;Maroon 5;3;;169;;1,638,814;4,683,864;04gDigrS5kc9YWfZHwBETP;2dyyOwe0KxTZTJjjXDeLmU
4030;KC Rebell†-†FLY;FLY;KC Rebell;1;;180;;4,681,054;4,681,054;5p7mWeX4RlvqBCxylfiXdE;1WoM4mof0Nl1xPtwf6h6ow
4031;XXXTENTACION†-†Pain = BESTFRIEND;Pain = BESTFRIEND;XXXTENTACION;1;;141;;4,680,669;4,680,669;15UsOTVnJzReFVN1VCnxy4;4zI04ezdmrN0lT2pHykYrd
4032;benny blanco†-†Better To Lie;Better To Lie;benny blanco;1;;191;;4,680,055;4,680,055;5CiGnKThu5ctn9pBxv7DGa;61sqsOPon94ecMskeEXwev
4033;Mÿ†-†Kamikaze;Kamikaze;M√ò;3;;170;;1,656,005;4,678,804;0bdfiayQAKewqEvaU6rXCv;6TjP1C3sGQH1jBfzUXfcMg
4034;Chance the Rapper†-†All Day Long;All Day Long;Chance the Rapper;1;;172;;4,674,004;4,674,004;1anyVhU62p31KFi8MEzkbf;1g3ErLqysBJ5EIGdYYMWFZ
4035;Wisin & Yandel†-†ReggaetÛn en lo Oscuro;Reggaet√≥n en lo Oscuro;Wisin & Yandel;1;;195;;4,672,012;4,672,012;1wZtkThiXbVNtj6hee6dz9;7LLXLd0pisbEAdIVK502VM
4036;Mac Miller†-†What's the Use?;What's the Use?;Mac Miller;1;;150;;4,664,654;4,664,654;4LLpKhyESsyAXpc4laK94U;2dgrYdgguVZKeCsrVb9XEs
4037;Shindy†-†Raffaello;Raffaello;Shindy;1;;182;;4,664,620;4,664,620;5j21TGkrNEAJe3gG9VlS34;7GGhY0m7PZ408BYVXgXtjt
4038;Avicii†-†I Could Be The One (Avicii Vs. Nicky Romero) - Nicktim / Radio Edit;I Could Be The One (Avicii Vs. Nicky Romero) - Nicktim;Avicii;1;;168;;4,661,739;4,661,739;1vCWHaC5f2uS3yhpwWbIA6;2bNrvWD9d5Zn9tS8XvcaMk
4039;Ninho†-†La vie qu'on mËne;La vie qu'on m√®ne;Ninho;1;;191;;4,650,680;4,650,680;6Te49r3A6f5BiIgBRxH7FH;0Jh6iWjna1wk5le0Ahn7No
4040;XXXTENTACION†-†Orlando;Orlando;XXXTENTACION;1;;121;;4,648,148;4,648,148;15UsOTVnJzReFVN1VCnxy4;05bnEv2dpFzmGVLGdjD9UP
4041;Migos†-†CC;CC;Migos;1;;159;;4,647,065;4,647,065;6oMuImdp5ZcFhWP0ESe6mG;35ffVv9x4mtzBh5rF1K9sP
4042;Camila Cabello†-†Inside Out;Inside Out;Camila Cabello;1;;146;;4,644,803;4,644,803;4nDoRrQiYLoBzwC5BhVJzF;5xi2SXmF3A5AIsuGXiUIZu
4043;LX†-†HaifischNikez Allstars;HaifischNikez Allstars;LX;1;;154;;4,640,455;4,640,455;10XY9PZCJKzUFzZOdtlQLU;0kLA41xkWzzYzMIEGFuDkP
4044;Lana Del Rey†-†The greatest;The greatest;Lana Del Rey;1;;192;;4,637,597;4,637,597;00FQb4jTyendYWaN8pK0wa;6ERZ30cRjVWGtVLhczX9aL
4045;Irama†-†La ragazza con il cuore di latta;La ragazza con il cuore di latta;Irama;1;;192;;4,632,503;4,632,503;5iot8OPcosJN9nCl7I5SdK;0NmyHZZMfVBiUSOfDmz9Bf
4046;Lana Del Rey†-†hope is a dangerous thing for a woman like me to have - but I have it;hope is a dangerous thing for a woman like me to have - but I have it;Lana Del Rey;1;;176;;4,629,973;4,629,973;00FQb4jTyendYWaN8pK0wa;1PfUKiMDKIlPEF9FfdJawc
4047;KALIM†-†SKRR;SKRR;KALIM;1;;183;;4,629,320;4,629,320;2NJWI8byqTSqDaJRnqJY2z;0U9dP3BUlAgq9KkJXOijBH
4048;6ix9ine†-†PUNANI;PUNANI;6ix9ine;1;;180;;4,625,985;4,625,985;7gZfnEnfiaHzxARJ2LeXrf;41xKiK40e7MFu1bqcGSz1d
4049;Shirin David†-†Gib Ihm;Gib Ihm;Shirin David;1;;190;;4,623,398;4,623,398;0JBdTCGs111JKKYfLqOEBa;5iIgIxtMNeogKaFUfvuAbs
4050;Jorge & Mateus†-†Cheirosa - Ao Vivo;Cheirosa - Ao Vivo;Jorge & Mateus;1;;196;;4,623,030;4,623,030;1elUiq4X7pxej6FRlrEzjM;2PWjKmjyTZeDpmOUa3a5da
4051;Logic†-†Hit My Line;Hit My Line;Logic;1;;196;;4,621,205;4,621,205;4xRYI6VqpkE3UwrDrAZL8L;24FR8mXTaiGZPrxnkf1kcP
4052;M.O†-†Who Do You Think Of?;Who Do You Think Of?;M.O;2;;140;;2,567,322;4,620,804;6Ur6METz02CC9zcJWDFicC;2EHZha50xcIrgzxSeB3r8f
4053;Miguel†-†Coffee;Coffee;Miguel;5;;131;;1,613,918;4,619,413;360IAlyVv4PCEVjgyMZrxK;3K2YM0zZwJMjQrzMqpkOSQ
4054;DaBaby†-†BLAME IT ON BABY;BLAME IT ON BABY;DaBaby;1;;180;;4,616,034;4,616,034;4r63FhuTkUYltbVAg5TQnk;0jWm0VyD8p3MrSInczpows
4055;The Chainsmokers†-†It Won't Kill Ya;It Won't Kill Ya;The Chainsmokers;1;;115;;4,612,612;4,612,612;69GGBxA162lTqCwzJG5jLp;5xhJmd0I15jFcEdqxfCzKk
4056;Reynmen†-†Derdim Olsun;Derdim Olsun;Reynmen;1;;187;;4,612,301;4,612,301;1Fg19vpUJpAAPFjnKaVYVW;0m0Ew7RcwZaBS8psxgE00P
4057;Alesso†-†Sad Song;Sad Song;Alesso;1;;177;;4,612,123;4,612,123;4AVFqumd2ogHFlRbKIjp1t;2JoIjuzRplpYGvvLpSW2on
4058;YBN Cordae†-†Gifted;Gifted;YBN Cordae;1;;185;;4,609,169;4,609,169;0huGjMyP507tBCARyzSkrv;0mb3uDw5vfFUcZfJYFOMRu
4059;Kehlani†-†Can I;Can I;Kehlani;1;;177;;4,603,243;4,603,243;0cGUm45nv7Z6M6qdXYQGTX;0uDdI4fAXCuNhQbmxENdsO
4060;Lil Yachty†-†T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator);T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator);Lil Yachty;1;;188;;4,601,709;4,601,709;6icQOAFXDZKsumw3YXyusw;0gO3E51A3fqp0ypJ26QbVP
4061;Avril Lavigne†-†Dumb Blonde;Dumb Blonde;Avril Lavigne;1;;192;;4,601,464;4,601,464;0p4nmQO2msCgU4IF37Wi3j;1Spmq0UazGU6ovMIlGldZX
4062;XXXTENTACION†-†Royalty;Royalty;XXXTENTACION;1;;181;;4,599,461;4,599,461;15UsOTVnJzReFVN1VCnxy4;0OTBOHjEaoqroFlfut1ZsH
4063;Lil Yachty†-†Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake);Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake);Lil Yachty;1;;190;;4,598,294;4,598,294;6icQOAFXDZKsumw3YXyusw;0LEFmgIj8ABU7CelzGh5Bs
4064;Huncho Jack†-†Huncho Jack;Huncho Jack;Huncho Jack;1;;167;;4,597,569;4,597,569;6extd4B6hl8VTmnlhpl2bY;5vuiHi3QYbwcm1OKJOYnrf
4065;BLACKPINK†-†Forever Young;Forever Young;BLACKPINK;1;;138;;4,593,934;4,593,934;41MozSoPIsD1dJM0CLPjZF;56bHclo7YNvpujMveLElQn
4066;Little Mix†-†Break Up Song;Break Up Song;Little Mix;1;;187;;4,593,343;4,593,343;3e7awlrlDSwF3iM0WBjGMp;3fEoJxnPpfIHwFHKiFtqbA
4067;Florence + The Machine†-†Hunger;Hunger;Florence + The Machine;1;;165;;4,592,269;4,592,269;1moxjboGR7GNWYIMWsRjgG;6HJcuxVgYjxcYDnPG0ystc
4068;Future†-†Feed Me Dope;Feed Me Dope;Future;1;;121;;4,592,085;4,592,085;1RyvyyTE3xzB2ZywiAwp0i;3lyeSiAIdLoZUHhV8psOTI
4069;Drake†-†The Motion;The Motion;Drake;1;;173;;4,590,009;4,590,009;3TVXtAsR1Inumwj472S9r4;3t8pnImpBpOwxdtYBpKvA9
4070;Logic†-†ICONIC (ft. Jaden Smith);ICONIC (ft. Jaden Smith);Logic;1;;177;;4,589,859;4,589,859;4xRYI6VqpkE3UwrDrAZL8L;1FmdAhS8FqRoEJ4jcSfuKZ
4071;Shawn Mendes†-†Queen;Queen;Shawn Mendes;1;;168;;4,586,807;4,586,807;7n2wHs1TKAczGzO7Dd2rGr;17FyWGvqby379Q92sn23jW
4072;BTS†-†I'm Fine;I'm Fine;BTS;1;;137;;4,584,909;4,584,909;3Nrfpe0tUJi4K4DXYWgMUX;0EQMrxdeiBhry9JCxskko3
4073;will.i.am†-†Feelin' Myself;Feelin' Myself;will.i.am;3;;47;;1,568,528;4,582,369;085pc2PYOi8bGKj0PNjekA;6fS3dNRP8D0vxC48BUowbO
4074;Freddy Kalas†-†Hey Ho;Hey Ho;Freddy Kalas;2;;118;;2,689,260;4,582,253;2HAShHcL0dMLf1iNzmxTi3;0eekaX32hUmJgcinPCL1iZ
4075;Dreamville†-†Sunset;Sunset;Dreamville;1;;180;;4,581,012;4,581,012;1iNqsUDUraNWrj00bqssQG;3pZO6GoVPeSYDxxsH6vCdj
4076;PNL†-†Blanka;Blanka;PNL;1;;193;;4,580,773;4,580,773;3NH8t45zOTqzlZgBvZRjvB;295SxdR1DqunCNwd0U767w
4077;Megan Thee Stallion†-†Girls in the Hood;Girls in the Hood;Megan Thee Stallion;1;;166;;4,577,209;4,577,209;181bsRPaVXVlUKXrxwZfHK;6WbTTAGKrQtCQvmc5BuYfh
4078;Paulo Londra†-†Homerun (Intro);Homerun (Intro);Paulo Londra;1;;188;;4,572,920;4,572,920;3vQ0GE3mI0dAaxIMYe5g7z;7kh95COsNZjnTmc6aF76n7
4079;Kanye West†-†Facts (Charlie Heat Version);Facts (Charlie Heat Version);Kanye West;2;;133;;2,612,194;4,572,472;5K4W6rqBFWDnAN6FQUkS6x;70mkjE0eVDfuuVKXX7KZXB
4080;Juice WRLD†-†Ring Ring;Ring Ring;Juice WRLD;1;;188;;4,571,412;4,571,412;4MCBfE4596Uoi2O4DtmEMz;4zxpssj8DyrfZcEUSUiNxG
4081;Kygo†-†Hot Stuff;Hot Stuff;Kygo;1;;194;;4,569,978;4,569,978;23fqKkggKUBHNkbKtXEls4;00ETaeHUQ6lops3oWU1Wrt
4082;J. Cole†-†Album of the Year - Freestyle;Album of the Year - Freestyle;J. Cole;1;;145;;4,569,872;4,569,872;6l3HvQ5sa6mXTsMTB19rO5;6rDaCGqcQB1urhpCrrD599
4083;Fifth Harmony†-†He Like That;He Like That;Fifth Harmony;1;;126;;4,569,816;4,569,816;1l8Fu6IkuTP0U5QetQJ5Xt;0m2orA1i5lLZUOt9XLwSd0
4084;Eminem†-†Arose;Arose;Eminem;1;;169;;4,568,268;4,568,268;7dGJo4pcD2V6oG8kP0tJRR;0chdEzeIcgfNYbWJBpgvzR
4085;Ufo361†-†Irina Shayk;Irina Shayk;Ufo361;1;;192;;4,567,010;4,567,010;5pVRwX5ZQR7hfJ18w8ZYkl;4Sokm1cWK36H2WctWWRGf1
4086;Trippie Redd†-†Snake Skin;Snake Skin;Trippie Redd;1;;168;;4,564,747;4,564,747;6Xgp2XMz1fhVYe7i6yNAax;1usK5eLBzpQTMwDt8SR2dr
4087;Pusha T†-†What Would Meek Do?;What Would Meek Do?;Pusha T;1;;170;;4,564,060;4,564,060;0ONHkAv9pCAFxb0zJwDNTy;5vnuJ8EopkP5dHukpOmT3L
4088;PNL†-†Chang;Chang;PNL;1;;196;;4,562,549;4,562,549;3NH8t45zOTqzlZgBvZRjvB;5n9NAd0Y5OUeOGU0nVtLua
4089;Lil Baby†-†Out The Mud;Out The Mud;Lil Baby;1;;182;;4,562,521;4,562,521;5f7VJjfbwm532GiveGC0ZK;2wZjsbwmWfNVslgV5afl1L
4090;Harry Styles†-†Ever Since New York;Ever Since New York;Harry Styles;1;;123;;4,561,459;4,561,459;6KImCVD70vtIoJWnq6nGn3;5LABCxgmP7DATATIJXOh6n
4091;blackbear†-†if i were u;if i were u;blackbear;1;;188;;4,561,189;4,561,189;2cFrymmkijnjDg9SS92EPM;4Rh4UxgPaRTaFfKumWtUbM
4092;YBN Cordae†-†RNP;RNP;YBN Cordae;1;;183;;4,557,573;4,557,573;0huGjMyP507tBCARyzSkrv;5lw8Mgb4LyhriPIC86gV6e
4093;Loredana†-†ROMEO & JULIET;ROMEO & JULIET;Loredana;1;;191;;4,555,070;4,555,070;2Im8m4STDBosjfmb5hmP80;3uB8KqnEoQq5bTQ1JFHJ7Y
4094;Young Thug†-†Surf;Surf;Young Thug;1;;173;;4,548,335;4,548,335;50co4Is1HCEo8bhOyUWKpn;6igOR5QCn09zAVF2ikZjsV
4095;Bring Me The Horizon†-†Parasite Eve;Parasite Eve;Bring Me The Horizon;1;;169;;4,545,883;4,545,883;1Ffb6ejR6Fe5IamqA5oRUF;5OxclJsdFESni44YlpNpkR
4096;Lil Wayne†-†Dope New Gospel;Dope New Gospel;Lil Wayne;1;;181;;4,544,978;4,544,978;55Aa2cqylxrFIXC767Z865;7cG6SxmQ24hQWnR8UThrk2
4097;Danny Saucedo†-†Dˆr fˆr dig;D√∂r f√∂r dig;Danny Saucedo;3;;169;;1,566,253;4,544,338;5tVyieWwN9j09jXUovK2zN;3EoSlpTdHLxQb8URcNULfA
4098;A$AP Rocky†-†Tony Tone;Tony Tone;A$AP Rocky;1;;172;;4,541,260;4,541,260;13ubrt8QOOCPljQ2FL1Kca;52eYVUkFTOVozbVFIaFrnV
4099;Linkin Park†-†Crawling;Crawling;Linkin Park;1;;116;;4,541,242;4,541,242;6XyY86QOPPrYVGvF9ch6wz;57BrRMwf9LrcmuOsyGilwr
4100;Trey Songz†-†Touchin, Lovin;Touchin, Lovin;Trey Songz;4;;120;;1,236,646;4,538,302;2iojnBLj0qIMiKPvVhLnsH;799rStkChWWYGLOIVFGFiW
4101;Salmo†-†90MIN;90MIN;Salmo;1;;157;;4,531,697;4,531,697;3hBQ4zniNdQf1cqqo6hzuW;3Ls9yKzshQye18Tx2AvOb6
4102;Twenty One Pilots†-†Bandito;Bandito;Twenty One Pilots;1;;171;;4,527,698;4,527,698;3YQKmKGau1PzlVlkL1iodx;5INKIG4QNuD4xq7qZcfPzp
4103;A$AP Rocky†-†Sundress;Sundress;A$AP Rocky;1;;173;;4,527,255;4,527,255;13ubrt8QOOCPljQ2FL1Kca;2aPTvyE09vUCRwVvj0I8WK
