;name;album;artist;release_date;length;popularity;danceability;acousticness;danceability;energy;instrumentalness;liveness;loudness;speechiness;tempo;time_signature;mode;valence;key
4287;Unstoppable;This Is Acting;Sia;2016-01-29;217746;67;0.468;0.112;0.468;0.779;0.000373;0.101;-4.839;0.0779;173.799;4;1;0.26;9
4288;Du swipa höger;Du swipa höger;Emil Berg;2015-06-12;187240;49;0.734;0.0279;0.734;0.869;3.2e-05;0.198;-4.976;0.0329;127.996;4;1;0.618;8
4289;Criminal;Bésame;Trío Los Josefinos;2016-04-07;232698;0;0.822;0.0416;0.822;0.794;6.02e-05;0.139;-3.821;0.0689;79.983;4;0;0.837;2
4290;Envolvimento;Envolvimento;MC Loma e As Gêmeas Lacração;2018-02-02;146526;50;0.852;0.447;0.852;0.902;0.0;0.0349;-4.669;0.159;164.971;4;0;0.965;10
4291;Changing - Radio Edit;Changing;Sigma;2014-01-01;191048;0;0.485;0.0336;0.485;0.864;0.0;0.671;-2.294;0.0431;171.109;4;1;0.396;2
4292;Lullaby;Lullaby;Sigala;2018-02-23;204022;61;0.725;0.0784;0.725;0.834;1.27e-05;0.0834;-3.913;0.037;120.026;4;0;0.859;5
4293;Olha a Explosão;Olha a Explosão;MC Kevinho;2016-12-15;161593;2;0.774;0.109;0.774;0.611;0.0;0.0805;-2.883;0.134;89.995;4;1;0.388;6
4294;Canal St. (feat. Bones);AT.LONG.LAST.A$AP;A$AP Rocky;2015-05-26;227426;65;0.696;0.308;0.696;0.583;0.0;0.0964;-9.351;0.301;137.079;4;0;0.524;3
4295;Sanctify;Sanctify;Years & Years;2018-03-07;189815;51;0.667;0.0152;0.667;0.624;2.05e-05;0.296;-5.527;0.0688;101.96;4;1;0.19;1
4296;Scooby Doo Papa!;Trap Reco 4;Lean Trap;2018-01-19;143313;0;0.913;0.0546;0.913;0.788;0.00064;0.168;-2.889;0.263;120.934;4;0;0.544;10
4297;Cocky (feat. London On Da Track);Cocky (feat. London On Da Track);A$AP Rocky;2018-02-16;232413;55;0.797;0.223;0.797;0.633;0.0;0.109;-4.815;0.238;156.015;4;1;0.577;5
4298;Redemption Interlude;Black Panther The Album Music From And Inspired By;Kendrick Lamar;2018-02-09;85266;51;0.549;0.662;0.549;0.449;4.88e-05;0.0866;-13.645;0.104;121.164;4;0;0.223;9
4299;Right Now;Right Now;Nick Jonas;2018-08-24;201680;65;0.597;0.0104;0.597;0.751;0.0;0.0912;-4.982;0.193;103.956;4;0;0.568;6
4300;Bada nakna;Bada Nakna;Samir & Viktor;2016-02-06;191047;50;0.695;0.195;0.695;0.873;0.0;0.21;-4.647;0.0529;130.004;4;1;0.578;1
4301;Same Ol’ Mistakes;ANTI;Rihanna;2016-01-28;397093;0;0.44;0.199;0.44;0.803;0.00282;0.0591;-5.415;0.0443;151.777;4;1;0.501;8
4302;Jag hade en gång en båt;Jag hade en gång en båt;Allyawan;2015-02-05;231333;43;0.683;0.147;0.683;0.707;0.0;0.12;-5.904;0.161;83.898;4;1;0.554;7
4303;schizophrenia;?;XXXTENTACION;2018-03-16;80190;59;0.606;0.0762;0.606;0.349;0.0711;0.1;-10.032;0.198;180.055;4;1;0.239;2
4304;Blank Space;1989 (Deluxe);Taylor Swift;2014-01-01;231826;80;0.76;0.103;0.76;0.703;0.0;0.0913;-5.412;0.054;95.997;4;1;0.57;5
4305;Wait (feat. A Boogie Wit da Hoodie);Wait (feat. A Boogie Wit da Hoodie);Maroon 5;2018-01-26;190476;52;0.707;0.0628;0.707;0.608;0.0;0.118;-4.514;0.0548;126.121;4;1;0.414;8
4306;Hard Feelings/Loveless;Melodrama;Lorde;2017-06-16;367391;62;0.487;0.0328;0.487;0.445;0.0104;0.0778;-10.959;0.113;97.031;4;0;0.18;1
4307;Owe Me;I Decided.;Big Sean;2017-02-03;271693;49;0.62;0.44;0.62;0.609;0.0;0.115;-8.831;0.145;142.042;4;1;0.404;8
4308;GPS (feat. French Montana);GPS (feat. French Montana);Maluma;2017-11-24;216306;62;0.841;0.188;0.841;0.629;0.0;0.346;-3.033;0.114;143.949;4;0;0.676;4
4309;Ricchi x Sempre;Rockstar;Sfera Ebbasta;2018-01-19;223786;55;0.599;0.196;0.599;0.734;0.0;0.187;-7.568;0.413;211.842;4;0;0.133;3
4310;So Good (& Metro Boomin);Double Or Nothing (& Metro Boomin);Big Sean;2017-12-08;268720;62;0.619;0.0144;0.619;0.404;0.0;0.115;-8.333;0.441;90.008;4;0;0.566;8
4311;No Sleep Leak;Luv Is Rage 2;Lil Uzi Vert;2017-08-25;189229;57;0.788;0.0112;0.788;0.689;0.0;0.22;-7.211;0.13;136.045;4;1;0.681;8
4312;Wednesday Night Interlude;If You're Reading This It's Too Late;Drake;2015-02-12;212280;57;0.312;0.729;0.312;0.466;7.34e-06;0.215;-8.163;0.0509;135.44;4;0;0.195;9
4313;Ayala (Outro);17;XXXTENTACION;2017-08-25;99706;62;0.57;0.737;0.57;0.285;0.0133;0.108;-14.125;0.0381;83.485;4;0;0.0973;9
4314;Killing Spree;Everybody;Logic;2017-05-05;206613;52;0.856;0.029;0.856;0.757;0.0;0.105;-5.782;0.145;124.069;4;0;0.191;1
4315;Company;If You're Reading This It's Too Late;Drake;2015-02-12;252640;60;0.651;0.0403;0.651;0.55;0.0;0.165;-8.215;0.0496;107.567;4;1;0.119;7
4316;5 Songs in einer Nacht;5 Songs in einer Nacht;Capital Bra;2018-04-06;147354;0;0.877;0.0645;0.877;0.903;7.27e-06;0.0776;-4.207;0.0575;97.997;4;1;0.248;7
4317;Faking It (feat. Kehlani & Lil Yachty);Funk Wav Bounces Vol.1;Calvin Harris;2017-06-30;240093;61;0.776;0.319;0.776;0.589;0.0;0.0715;-4.543;0.115;120.034;4;0;0.668;9
4318;Groupie Love (feat. A$AP Rocky);Lust For Life;Lana Del Rey;2017-07-21;264037;62;0.359;0.113;0.359;0.6;1.32e-06;0.0952;-7.317;0.0398;175.894;4;1;0.195;9
4319;Whiskey (feat. A$AP Rocky);Whiskey (feat. A$AP Rocky);Maroon 5;2017-10-20;210422;0;0.597;0.723;0.597;0.41;0.0;0.106;-8.293;0.074;103.666;4;0;0.0736;7
4320;End Of Discussion (feat. Lil Wayne);The World Is Yours;Rich The Kid;2018-03-30;236944;0;0.784;0.176;0.784;0.58;0.0;0.0979;-6.656;0.167;76.484;4;1;0.338;0
4321;untitled 05 | 09.21.2014.;untitled unmastered.;Kendrick Lamar;2016-03-04;338426;52;0.461;0.321;0.461;0.62;0.0;0.151;-9.822;0.496;153.941;4;1;0.422;0
4322;Furthest Thing;Nothing Was The Same (Deluxe);Drake;2013-01-01;267373;0;0.484;0.147;0.484;0.78;0.0;0.057;-5.264;0.135;137.101;4;0;0.271;9
4323;Midnight City;Midnight City;M83;2011;241440;32;0.526;0.0161;0.526;0.712;0.0;0.179;-6.525;0.0356;105.009;4;0;0.32;11
4324;Leave Out All The Rest;Minutes to Midnight;Linkin Park;2007-05-11;209306;12;0.514;0.213;0.514;0.637;2.24e-06;0.389;-6.418;0.0363;80.401;4;1;0.18;0
4325;Linger;Everybody Else Is Doing It, So Why Can't We? (The Complete Sessions 1991-1993);The Cranberries;1993-03-01;274760;0;0.438;0.0841;0.438;0.428;4.63e-05;0.138;-14.861;0.0263;94.864;4;1;0.209;7
4326;Confess;Everybody;Logic;2017-05-05;343026;49;0.74;0.301;0.74;0.971;0.0016;0.156;-2.81;0.0884;122.952;4;1;0.528;0
4327;Hey Ya!;Speakerboxxx/The Love Below;Outkast;2003;235213;80;0.727;0.103;0.727;0.974;0.000532;0.174;-2.261;0.0664;79.526;4;0;0.965;4
4328;Dark Queen;Luv Is Rage 2;Lil Uzi Vert;2017-08-25;173419;68;0.747;0.222;0.747;0.606;0.0;0.281;-5.286;0.172;155.055;4;1;0.2;4
4329;Hypnotised;Hypnotised;Coldplay;2017-03-02;355172;49;0.513;0.339;0.513;0.683;0.739;0.0871;-6.185;0.032;120.056;4;1;0.153;5
4330;Planez;Late Nights: The Album;Jeremih;2015-12-04;240320;72;0.688;0.7;0.688;0.556;1.87e-06;0.108;-7.738;0.264;129.336;4;1;0.416;6
4331;untitled 04 | 08.14.2014.;untitled unmastered.;Kendrick Lamar;2016-03-04;110066;48;0.512;0.864;0.512;0.128;0.0;0.512;-21.49;0.252;103.056;4;0;0.219;4
4332;Rhythm Inside;Rhythm Inside;Loïc Nottet;2015-03-10;172152;51;0.821;0.0802;0.821;0.513;0.0;0.067;-5.388;0.0436;90.008;4;1;0.308;7
4333;Boss;Lil Pump;Lil Pump;2017-10-06;106020;65;0.803;0.0304;0.803;0.789;0.0;0.378;-3.434;0.0383;119.999;4;0;0.647;10
4334;Reflections;Reflections;MisterWives;2014-01-07;188586;0;0.699;0.0933;0.699;0.658;0.00116;0.111;-5.846;0.028;111.049;4;1;0.668;2
4335;Skrt On Me (feat. Nicki Minaj);Funk Wav Bounces Vol.1;Calvin Harris;2017-06-30;228266;50;0.713;0.169;0.713;0.889;5.8e-05;0.169;-3.87;0.0376;101.977;4;1;0.96;0
4336;Moving On and Getting Over;The Search for Everything - Wave One;John Mayer;2017-01-20;261933;46;0.848;0.577;0.848;0.465;0.0543;0.101;-9.029;0.0524;94.02;4;0;0.621;1
4337;Angel;Angel;Fifth Harmony;2017-08-10;189440;0;0.738;0.00339;0.738;0.525;0.0;0.351;-6.298;0.0371;124.008;4;0;0.13;1
4338;One Day At A Time;The Thrill Of It All (Special Edition);Sam Smith;2017-11-03;209380;53;0.502;0.775;0.502;0.32;0.0;0.113;-7.95;0.0342;129.356;4;1;0.337;1
4339;On The Loose;Flicker (Deluxe);Niall Horan;2017-10-20;223814;0;0.721;0.00745;0.721;0.613;2.55e-06;0.125;-7.051;0.0332;124.012;4;0;0.665;11
4340;Blackstar;Blackstar;David Bowie;2016-01-08;597933;50;0.366;0.206;0.366;0.552;0.0595;0.178;-8.35;0.0317;97.98;4;1;0.114;6
4341;Backpack;Journals;Justin Bieber;2014-05-13;251480;0;0.508;0.151;0.508;0.761;0.0;0.192;-6.124;0.183;72.697;4;0;0.481;4
4342;Lord Pretty Flacko Jodye 2 (LPFJ2);Lord Pretty Flacko Jodye 2 (LPFJ2);A$AP Rocky;2015-01-07;126493;46;0.696;0.0254;0.696;0.793;0.0;0.0716;-3.722;0.0358;103.976;4;1;0.0709;1
4343;Arrows (feat. Macklemore & Ryan Lewis);Arrows (feat. Macklemore & Ryan Lewis);Fences;2014-07-29;235557;42;0.679;0.256;0.679;0.694;0.0;0.213;-3.866;0.0483;129.995;4;1;0.36;7
4344;Take It Back;Everybody;Logic;2017-05-05;400013;54;0.837;0.0621;0.837;0.84;0.0;0.329;-4.293;0.239;135.009;4;1;0.691;7
4345;When I Find Love Again - Apollo Edition Version;Moon Landing (Special Apollo Edition);James Blunt;2013-10-21;184977;50;0.687;0.47;0.687;0.674;0.0;0.0611;-5.248;0.0413;105.038;4;1;0.515;1
4346;The Blacker The Berry;The Blacker The Berry;Kendrick Lamar;2015-02-11;331866;3;0.555;0.00702;0.555;0.803;0.0;0.444;-6.267;0.356;176.205;4;0;0.236;10
4347;30 for 30 Freestyle;What A Time To Be Alive;Drake;2015-09-20;253934;54;0.744;0.671;0.744;0.619;0.0;0.123;-9.143;0.398;89.252;4;0;0.317;4
4348;Writer In The Dark;Melodrama;Lorde;2017-06-16;216610;64;0.325;0.73;0.325;0.271;0.0;0.301;-8.069;0.0418;71.855;4;1;0.279;7
4349;The Kids Aren't Alright;The Kids Aren't Alright;Fall Out Boy;2014-12-15;261186;0;0.612;0.000227;0.612;0.794;0.132;0.292;-4.143;0.032;115.979;4;1;0.315;6
4350;Again (feat. XXXTENTACION);Again (feat. XXXTENTACION);Noah Cyrus;2017-09-22;193961;70;0.664;0.188;0.664;0.738;5.75e-05;0.135;-4.095;0.0338;119.973;4;0;0.203;9
4351;All Your Fault;Dark Sky Paradise (Deluxe);Big Sean;2015-02-24;224386;42;0.813;0.308;0.813;0.737;0.0;0.275;-4.395;0.22;100.041;4;0;0.545;5
4352;MIC Drop;Love Yourself 承 'Her';BTS;2017-09-18;238193;65;0.667;0.00912;0.667;0.889;0.0;0.0816;-4.851;0.0918;169.959;4;1;0.541;6
4353;Remember I Told You;Remember I Told You;Nick Jonas;2017-05-26;201826;0;0.631;0.147;0.631;0.54;5.87e-06;0.0711;-5.742;0.257;112.868;4;1;0.814;1
4354;Agora Vai Sentar;Agora Vai Sentar;MC's Jhowzinho & Kadinho;2017-07-03;228922;53;0.814;0.189;0.814;0.653;0.0;0.0876;-0.02;0.0359;130.099;4;0;0.706;3
4355;untitled 06 | 06.30.2014.;untitled unmastered.;Kendrick Lamar;2016-03-04;208013;53;0.669;0.0992;0.669;0.541;7.69e-06;0.254;-11.291;0.0461;89.083;4;0;0.645;4
4356;BURN IT DOWN;LIVING THINGS;Linkin Park;2012-06-20;230253;73;0.585;0.0143;0.585;0.972;0.0;0.0707;-4.45;0.0534;110.006;4;0;0.585;9
4357;u;To Pimp A Butterfly;Kendrick Lamar;2015-03-16;268493;0;0.406;0.26;0.406;0.798;0.0;0.461;-5.585;0.432;71.547;4;0;0.58;11
4358;Breaking the Habit;Meteora;Linkin Park;2003-03-24;196906;66;0.579;0.108;0.579;0.849;0.0;0.0909;-5.218;0.0303;100.021;4;0;0.581;4
4359;Dangerous;I See You;The xx;2017-01-13;250000;4;0.774;0.00224;0.774;0.709;0.00224;0.21;-6.166;0.0465;119.982;4;1;0.565;8
4360;A Little Party Never Killed Nobody (All We Got);Music From Baz Luhrmann's Film The Great Gatsby (International Streaming Version);Various Artists;2013-01-01;241306;61;0.761;0.00959;0.761;0.619;3.18e-06;0.0896;-5.741;0.175;129.998;4;0;0.516;5
4361;Breathe;Breathe;Astrid S;2017-03-10;211758;0;0.732;0.0356;0.732;0.738;0.000177;0.166;-5.83;0.0519;96.982;4;1;0.555;1
4362;White Mustang;Lust For Life;Lana Del Rey;2017-07-21;164710;0;0.652;0.428;0.652;0.462;0.00226;0.107;-8.683;0.0487;114.932;4;0;0.265;6
4363;White Christmas;A Christmas Gift For You;Various Artists;2013-11-07;175666;0;0.439;0.796;0.439;0.754;0.0;0.191;-7.095;0.0564;121.93;4;1;0.446;10
4364;Boredom (feat. Rex Orange County & Anna of the North);Flower Boy;Tyler, The Creator;2017-07-21;320720;73;0.559;0.79;0.559;0.578;0.000522;0.324;-9.54;0.151;79.938;4;1;0.239;8
4365;Light;I Decided.;Big Sean;2017-02-03;210506;48;0.505;0.826;0.505;0.611;0.0;0.108;-5.976;0.0648;85.944;4;0;0.176;7
4366;You & The 6;If You're Reading This It's Too Late;Drake;2015-02-12;264906;24;0.582;0.169;0.582;0.47;0.0;0.131;-7.473;0.264;153.969;4;1;0.204;3
4367;Sober II (Melodrama);Melodrama;Lorde;2017-06-16;178639;57;0.524;0.166;0.524;0.312;4.79e-06;0.073;-11.627;0.0444;112.948;4;0;0.101;8
4368;Crash and Burn;Crash and Burn;Thomas Rhett;2015-01-01;192720;0;0.698;0.111;0.698;0.847;1.46e-06;0.137;-3.764;0.0306;130.001;4;0;0.807;5
4369;I Have Questions;I Have Questions;Camila Cabello;2017-05-21;221881;64;0.393;0.405;0.393;0.555;0.0;0.105;-6.096;0.276;167.999;4;0;0.22;10
4370;Friend Of Mine (feat. Vargas & Lagola);AVĪCI (01);Avicii;2017-08-09;159863;40;0.701;0.0181;0.701;0.717;0.00599;0.0713;-4.367;0.056;109.999;4;0;0.666;7
4371;Start Over;Evolve;Imagine Dragons;2017-06-23;186080;0;0.698;0.00601;0.698;0.929;6.22e-05;0.128;-5.046;0.0862;98.026;3;1;0.74;4
4372;Habiba;Slaaptekort;Boef;2017-03-17;215978;0;0.898;0.113;0.898;0.813;0.0;0.0854;-5.725;0.306;126.986;4;0;0.771;8
4373;Voices In My Head/Stick To The Plan;I Decided.;Big Sean;2017-02-03;242306;50;0.472;0.141;0.472;0.541;1.21e-06;0.477;-8.513;0.231;145.12;4;1;0.128;1
4374;America;Everybody;Logic;2017-05-05;331346;48;0.833;0.131;0.833;0.888;0.000364;0.116;-4.181;0.127;115.019;4;1;0.592;1
4375;Self-Made;True to Self;Bryson Tiller;2017-05-26;167853;56;0.932;0.00304;0.932;0.702;1.86e-05;0.267;-3.459;0.0904;143.001;4;0;0.533;7
4376;What Kind Of Man;What Kind Of Man;Florence + The Machine;2015-02-12;216176;0;0.314;0.0229;0.314;0.648;0.0;0.129;-4.556;0.0425;113.047;4;0;0.153;11
4377;No Cap;SUPER SLIMEY;Future;2017-10-20;144142;55;0.8;0.00108;0.8;0.523;0.0;0.352;-6.578;0.107;147.057;4;1;0.379;1
4378;On My Way;On My Way;Axwell /\ Ingrosso;2015-03-12;264786;0;0.642;0.0679;0.642;0.828;6.8e-05;0.118;-4.031;0.0429;127.99;4;1;0.332;0
4379;High End (feat. Future & Young Thug);High End (feat. Future & Young Thug);Chris Brown;2017-10-13;202213;0;0.725;0.0144;0.725;0.503;1.52e-06;0.124;-5.646;0.209;153.047;4;1;0.0636;10
4380;Travesuras;Nicky Jam Hits;Nicky Jam;2014-09-09;195453;68;0.77;0.139;0.77;0.79;0.0;0.0829;-5.453;0.0814;93.97;4;0;0.872;10
4381;Feelings Mutual;Luv Is Rage 2;Lil Uzi Vert;2017-08-25;233645;58;0.585;0.105;0.585;0.691;0.0;0.088;-6.015;0.259;125.978;4;1;0.349;0
4382;Don't Get Too High;True to Self;Bryson Tiller;2017-05-26;209040;50;0.88;0.0148;0.88;0.495;1.47e-06;0.121;-3.476;0.0695;124.024;4;1;0.469;1
4383;Ready to Run;FOUR (Deluxe);One Direction;2014-11-17;196053;67;0.524;0.00229;0.524;0.831;0.0;0.171;-4.174;0.036;115.067;4;1;0.299;2
4384;Devastated;Devastated;Joey Bada$$;2016-05-27;208397;0;0.837;0.12;0.837;0.481;0.0;0.309;-8.522;0.0801;122.98;4;0;0.578;10
4385;untitled 08 | 09.06.2014.;untitled unmastered.;Kendrick Lamar;2016-03-04;235506;56;0.85;0.25;0.85;0.524;2.46e-06;0.114;-9.375;0.204;120.004;4;0;0.686;11
4386;Forbidden Voices;Forbidden Voices;Martin Garrix;2015-02-23;230634;0;0.534;0.05;0.534;0.711;0.0031;0.135;-5.927;0.0368;128.102;4;0;0.3;10
4387;Millionär;Sampler 4;187 Strassenbande;2017-07-18;159211;63;0.72;0.176;0.72;0.789;6.4e-06;0.138;-5.255;0.339;93.001;4;1;0.226;1
4388;Walk On Water;Walk On Water;Thirty Seconds To Mars;2017-08-22;188227;0;0.494;0.000115;0.494;0.778;0.0;0.0904;-7.041;0.0359;139.963;4;1;0.406;8
4389;The Explanation;17;XXXTENTACION;2017-08-25;50747;56;0.597;0.461;0.597;0.113;0.000393;0.148;-34.475;0.954;81.311;5;1;0.313;0
4390;Nobody Can Save Me;One More Light;Linkin Park;2017-05-19;225546;61;0.645;0.0107;0.645;0.688;0.0;0.186;-4.749;0.0341;139.957;4;1;0.433;11
4391;Free Fallin';Full Moon Fever;Tom Petty;1989-01-01;256000;78;0.623;0.212;0.623;0.449;0.0;0.0613;-13.333;0.0253;84.383;4;1;0.572;5
4392;American Dream;MKTO;MKTO;2014;225746;32;0.554;0.114;0.554;0.767;0.0;0.231;-5.043;0.0497;122.846;4;1;0.497;0
4393;dimple;Love Yourself 承 'Her';BTS;2017-09-18;196776;67;0.612;0.142;0.612;0.844;0.0;0.287;-4.694;0.0756;134.868;4;0;0.653;5
4394;Shape of You (feat. Nyla & Kranium) - Major Lazer Remix;Shape of You (feat. Nyla & Kranium) [Major Lazer Remix];Ed Sheeran;2017-02-24;192000;55;0.682;0.00574;0.682;0.812;0.0;0.0553;-2.691;0.118;104.891;4;0;0.347;1
4395;As If It's Your Last;As If It's Your Last;BLACKPINK;2017-06-22;213264;30;0.786;0.0688;0.786;0.853;0.0;0.0759;-2.687;0.0816;125.034;4;1;0.45;8
4396;Hallelujah;Everybody;Logic;2017-05-05;448733;50;0.674;0.495;0.674;0.596;3.38e-06;0.342;-8.348;0.195;136.059;4;0;0.46;11
4397;Beautiful People Beautiful Problems (feat. Stevie Nicks);Lust For Life;Lana Del Rey;2017-07-21;253531;61;0.509;0.834;0.509;0.43;0.000854;0.0927;-8.387;0.0325;122.919;4;1;0.128;5
4398;Told You So;After Laughter;Paramore;2017-05-12;188946;59;0.639;0.0029;0.639;0.814;2.98e-05;0.0529;-5.632;0.0385;123.922;4;0;0.904;2
4399;Outlet;Outlet;Desiigner;2017-02-09;268813;58;0.65;0.117;0.65;0.801;0.000231;0.347;-2.178;0.0694;124.123;4;1;0.356;8
4400;Ink Blot;Everybody;Logic;2017-05-05;156293;46;0.748;0.036;0.748;0.691;6.29e-06;0.614;-6.522;0.082;144.072;4;0;0.356;11
4401;Good Drank;Good Drank;2 Chainz;2017-01-20;225253;0;0.813;0.281;0.813;0.763;0.0;0.107;-1.199;0.281;130.074;4;0;0.362;11
4402;Learn To Let Go;Learn To Let Go;Kesha;2017-07-27;217546;0;0.515;0.00369;0.515;0.847;6.66e-05;0.293;-2.951;0.039;168.104;4;1;0.645;5
4403;Careless Whisper;Ladies And Gentlemen... The Best Of George Michael;George Michael;1998-11-09;300106;77;0.574;0.128;0.574;0.629;0.0;0.271;-8.815;0.0363;153.119;4;0;0.786;2
4404;Famous;Issa Album;21 Savage;2017-07-06;234280;0;0.779;0.723;0.779;0.597;4.47e-05;0.0508;-9.652;0.434;173.986;4;0;0.646;9
4405;Stay The Night - featuring Hayley Williams of Paramore;Stay The Night;Zedd;2013-01-01;217080;0;0.607;0.101;0.607;0.74;0.0;0.0924;-3.116;0.0387;127.955;4;1;0.474;8
4406;Turning Tables;21;Adele;2011-01-19;250133;15;0.305;0.952;0.305;0.452;1.68e-05;0.129;-6.077;0.0293;79.83;4;0;0.21;0
4407;Peek A Boo;Peek A Boo;Lil Yachty;2017-04-13;247612;51;0.957;0.06;0.957;0.593;0.0;0.0908;-6.982;0.301;127.027;4;1;0.284;1
4408;Pinne for Landet;Pinne for Landet;Freddy Kalas;2014-12-25;197906;0;0.565;0.00227;0.565;0.772;0.0;0.168;-5.543;0.063;128.018;4;0;0.395;1
4409;Woman;Woman;Kesha;2017-07-13;196360;0;0.743;0.0438;0.743;0.765;0.0416;0.667;-3.586;0.0389;114.991;4;0;0.338;5
4410;El Farsante;Nivel Urbano;DJ Jonathan;2017-08-10;231106;0;0.726;0.247;0.726;0.705;0.0;0.409;-4.458;0.0636;120.053;4;1;0.39;6
4411;I Forget Where We Were;I Forget Where We Were;Ben Howard;2014-10-20;281213;0;0.3;0.438;0.3;0.477;0.169;0.0924;-9.555;0.0365;112.976;4;1;0.187;0
4412;You Just Want My Money;You Just Want My Money;Jason French;2014-01-01;209466;0;0.815;0.0845;0.815;0.802;0.0;0.067;-5.331;0.0557;97.975;4;1;0.829;7
4413;Hood Politics;To Pimp A Butterfly;Kendrick Lamar;2015-03-16;292520;21;0.756;0.112;0.756;0.627;0.0;0.12;-6.275;0.375;87.932;4;0;0.358;6
4414;All I Need;All I Need;Joakim Lundell;2017-02-14;184000;0;0.698;0.491;0.698;0.833;0.0;0.106;-4.868;0.347;94.99;4;1;0.473;1
4415;Five Hours;Five Hours;Deorro;2014-02-25;326887;0;0.88;0.0197;0.88;0.821;0.661;0.234;-2.545;0.118;127.907;4;0;0.575;5
4416;Super Trapper;FUTURE;Future;2017-08-04;230129;6;0.816;0.423;0.816;0.414;0.0;0.125;-7.953;0.119;150.008;4;1;0.197;1
4417;Once in a Lifetime;Once in a Lifetime;Flo Rida;2015-03-03;214822;25;0.707;0.182;0.707;0.865;0.0;0.0835;-4.553;0.116;93.123;4;1;0.326;6
4418;California;"""Awaken, My Love!""";Childish Gambino;2016-12-02;165266;0;0.878;0.306;0.878;0.436;0.0;0.112;-11.184;0.558;148.94;4;1;0.861;3
4419;Bad Blood;1989;Taylor Swift;2014-01-01;211933;69;0.652;0.0871;0.652;0.802;6.45e-06;0.148;-6.114;0.181;170.157;4;1;0.295;7
4420;Tompkins Square Park;Wilder Mind;Mumford & Sons;2015-05-04;312626;0;0.467;0.015;0.467;0.794;0.0379;0.114;-6.552;0.0524;161.729;4;0;0.46;2
4421;Never Let Me Go;Never Let Me Go;Alok;2017-05-05;184070;0;0.722;0.0447;0.722;0.84;1.28e-05;0.066;-3.939;0.0349;124.003;4;1;0.569;0
4422;Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock);Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock);Young Thug;2017-03-23;231658;57;0.631;0.0304;0.631;0.732;0.0;0.261;-4.706;0.203;151.779;4;1;0.549;1
4423;Untouchable;Untouchable;Tritonal;2015-05-18;228837;53;0.542;0.0664;0.542;0.795;2.89e-06;0.313;-3.131;0.0379;128.959;4;1;0.251;7
4424;Undressed;Undressed;Kim Cesarion;2013-03-22;223773;40;0.812;0.156;0.812;0.853;2.29e-06;0.309;-3.517;0.0316;119.942;4;1;0.646;2
4425;For Free? - Interlude;To Pimp A Butterfly;Kendrick Lamar;2015-03-16;130893;57;0.526;0.588;0.526;0.896;0.0;0.37;-4.708;0.197;129.313;1;1;0.745;8
4426;What Would I Change It To (feat. Aluna);AVĪCI (01);Avicii;2017-08-09;185454;32;0.785;0.305;0.785;0.495;4.82e-06;0.0936;-8.865;0.0946;109.992;4;1;0.586;11
4427;Fireproof;FOUR (Deluxe);One Direction;2014-11-17;174080;69;0.681;0.00477;0.681;0.864;0.0;0.122;-3.276;0.0301;132.929;4;1;0.921;3
4428;No Control;FOUR (Deluxe);One Direction;2014-11-17;199720;73;0.558;0.0278;0.558;0.916;0.0;0.0296;-3.145;0.0839;142.984;4;0;0.85;1
4429;wRoNg (feat. Kehlani);Mind Of Mine (Deluxe Edition);ZAYN;2016-03-25;212746;64;0.614;0.395;0.614;0.475;1.06e-06;0.265;-8.642;0.0362;99.968;4;0;0.422;7
4430;Come And Get It;Come And Get It;John Newman;2015-07-06;184107;0;0.65;0.00259;0.65;0.726;3.56e-05;0.115;-4.867;0.0402;109.029;4;1;0.781;1
4431;Give Me Love;+;Ed Sheeran;2011-09-09;526386;72;0.526;0.694;0.526;0.328;0.0;0.112;-9.864;0.0461;116.068;4;1;0.11;1
4432;"Where You Belong - From ""Fifty Shades Of Grey"" Soundtrack";Fifty Shades Of Grey (Original Motion Picture Soundtrack);Various Artists;2015-02-10;297773;34;0.548;0.19;0.548;0.433;0.0;0.163;-7.944;0.0333;120.009;4;0;0.1;9
4433;Culture (feat. DJ Khaled);Culture;Migos;2017-01-27;153557;49;0.825;0.0379;0.825;0.7;0.0;0.139;-5.098;0.243;132.996;4;0;0.317;11
4434;No Promises;Illuminate (Deluxe);Shawn Mendes;2016-09-23;166053;0;0.635;0.287;0.635;0.633;0.0;0.169;-6.677;0.138;102.411;4;0;0.412;4
4435;33 “GOD”;22, A Million;Bon Iver;2016-09-30;213000;59;0.52;0.83;0.52;0.389;0.0265;0.0937;-10.476;0.0403;133.113;4;1;0.326;4
4436;Moonlight;Dangerous Woman;Ariana Grande;2016-05-20;202360;0;0.368;0.416;0.368;0.402;2.66e-06;0.0498;-7.474;0.0398;204.045;3;1;0.194;9
4437;Bigger Than Me;I Decided.;Big Sean;2017-02-03;292520;53;0.366;0.269;0.366;0.639;0.0;0.29;-7.98;0.101;83.339;5;0;0.168;10
4438;Burn the Witch;Burn the Witch;Radiohead;2016-05-03;220609;1;0.541;0.303;0.541;0.847;0.271;0.109;-6.52;0.0297;148.937;4;1;0.62;11
4439;Faith - Remastered;Faith;George Michael;1987-10-30;193200;74;0.887;0.0094;0.887;0.48;3.58e-05;0.0662;-11.994;0.117;95.846;4;1;0.607;11
